tweet,label
200 close contacts identified two work places americold mt wellington dominion road branch finance 100 contacted far ⠀ ⠀,1
india fights corona expanded diagnostic lab network facilitation easy testing across country given sharp boost enhanced testing numbers tests per million tpm boosted 46131,1
message claims ingredients coffee cure covid 19 deceased whistleblower li wenliang found cure,0
also testing help people track outbreak also matters patient care one troubling trends right long takes rule people negative test results causes hospitals burn ppe,1
7 day average cases seems likely rise storm-related drops testing cases showed numbers 3th 6th numbers replaced regular reporting might seeing beginning today south,1
coronavirus updates 📍 total covid19 cases india september 01 2020 ▶ ️76 94 cured discharged migrated 2839882 ▶ ️21 29 active cases 785996 ▶ ️1 77 deaths 65288 total covid 19 confirmed cases cured discharged migrated active cases deaths stay safe,1
hcps today 2pm et log coca facebook profile call coca call topic guidance certifying deaths due coronavirus disease 2019 covid19 learn event,1
texas reported 4k new confirmed cases yesterday caveats today state reported 3129 — without caveats,1
rt coronavirus updates 130000 samples tested far 5734 samples tested positive till date,1
prime minister says epidemiology curve beginning flatten know rmit abc fact check explores coronavirus data fact check coronavirus facts datos coronavirus,0
indian state kerala opposition leader writes chief minister pinarayi vijayan adopt methods save stronger immunity covid 19 infection,0
ugandan president announces postponement elections,0
coronavirus information source unicef virus exposed temperature 26 – 27 degrees celcius killed live hot regions also drinking hot water sun exposure trick staying away ice cream cold food advised,0
40 people isolating auckland quarantine facility community includes 17 people tested positive covid 19 household contacts,1
india fights corona india's total covid19 recoveries crossed 30 lakh 3037151 today india continued trajectory posting 60000 recoveries 8th consecutive day recovery rate reaches 77.15 details stay safe,1
taking bath extremely hot water prevent coronavirus false claim perfect example fatal fake news use main bhi news checker tell us fatal false claims came across debunked,0
india detected covid19 cases march-april 2020 fake misleading claims around pandemic rose common communal rumours followed false guidelines notifications per analysis,0
despite covid 19 pandemic total number deaths brazil decreased rather increased compare months april 2019 april 2020 statement backed national civil registry data,0
video says vatican confirmed pope francis two aides tested positive coronavirus,0
covid 19 take one minute read understanding japanese doctor offers excellent advise preventing covid 19 new coronavirus may show symptoms several days 14-27 days one know person infected time fever cough goes lung hospital patient may 50 fibrosis late taiwanese experts provide simple self-monitoring every morning take deep breath hold breath 10 seconds successfully without coughing without difficulty without anxiety chest tightness shows fibrosis generally indicate infection ..,0
humans getting sick bioengineered coronavirus one body reacting 5g coronavirus vaccine rfid chip introduced cure disease called mark beast,0
india fights corona steep rise india conducts 4.23 cr tests 43 total covid19 cases recorded 3 states-maharashtra ap karnataka details,1
daily update published states reported 680k tests 35k cases 1031 deaths,1
facebook users claim video shows french doctors throwing coats floor protest corona fraud,0
3 year old girl fighting life getting coronavirus,0
world bank documented existence covid 19 test kits since 2017,0
andrés fabián hurtado mayor ibagué says city lost four million jobs due coronavirus,0
kindly request come house 10 pm tonight till tomorrow 5 bbmp spraying medicine air order kill covid 19 share information friends relatives family members residing bangalore thank bbmp,0
new forecasts show us likely report covid19 deaths next 4 weeks previous 4 weeks includes increase deaths 25 states 1 us territory 160000 175000 total deaths expected aug 15 see,1
india fights corona 60 total cases recorded 5 states total 89706 new cases reported last 24 hours maharashtra alone contributed 20000 andhra pradesh contributed 10000,1
viral text message claims chemical substances methylxanthines required cure covid 19 found tea dr li wenliang found cure researching coronavirus death,0
absence vaccine prevent covid19 focus non-pharmaceutical interventions using face masks physical distancing frequent hand washing join ongoing conversation live 👇 🏽,1
yeah we've inferring negatives feeling nervous might include set pending tests we've got questions state thanks highlighting biggest current data quality predicament,1
daily update published tracked 7.5 million tests 260k yesterday note track tests state reports details see,1
health ministry issues containment surveillance manual supervisors containment zones,1
rt handwashing one best ways protect family getting sick covid19 learn,1
stock 270000 tests available across country stock coming times process 12000 tests per day looking increase next days,1
backdrop lockdown videos wild animals taking roads surfacing internet among set pictures herd deer rounds social media claiming pictures lake club chandigarh,0
feb 14 small number people country right like around 12 many getting better fully recovered already good shape feb 24 coronavirus much control usa,0
coronavirus uk records 20 deaths people covid 19 3991 new daily cases,1
covid 19 update two new cases covid 19 report managed isolation facilities new zealand today ​ ​ 96 days since last case covid 19 acquired locally unknown source,1
visit stay up-to-date latest covid data state county warning system focuses 4 key metrics infection rate positive test rate icu headroom used contact traced data updates every 3 days sure check back regularly,1
rt said ensured financial assistance federal units managing challenges arisen due co vid,1
several working behind scenes whose roles critical covid19 nigeria response today thank colleagues cleaners drivers electricians security personnel people working quietly hard every day week take responsibility,1
nearly half missouri counties reported positive covid 19 cases,0
might look like alien species bacteria-eating viruses could next big thing fight infectious diseases,0
michigan continues real trouble spot third highest number confirmed cases ny nj crossing 10000 total today know nearly enough testing regime state either,1
